Name | Description | Default Value | Flags
lb_debug_silhouette | SceneSystem/LightBinner/Debug Silhouettes |  | devonly, cheat
lb_debug_silhouette_sum | If we should draw normal silhouette or minkowski sum silhouette | 1 | devonly, cheat
lb_debug_tiles | SceneSystem/LightBinner/Debug Tiles |  | devonly, cheat
lb_debug_visualize_fog_shadowed_lights | SceneSystem/LightBinner/Debug Visualize Fog Shadowed Lights | 0 | devonly, cheat
lb_debug_visualize_lights | SceneSystem/LightBinner/Debug Visualize Lights | 0 | devonly, cheat
lb_debug_visualize_shadowed_light_details |  | false | devonly, cheat
lb_debug_visualize_shadowed_lights | SceneSystem/LightBinner/Debug Visualize Shadowed Lights | 0 | devonly, cheat
lb_dynamic_shadow_penumbra | Adjust shadow penumbra based on light size | true | devonly
lb_dynamic_shadow_resolution | Dynamically adjust shadow resolution | true | devonly
lb_dynamic_shadow_resolution_base | Base resolution for dynamic shadowmap sizing.  Shadowmap size of a screen sized light | 1024 | devonly
lb_dynamic_shadow_resolution_base_cmp_shadowmapsize | take min of lb_dynamic_shadow_resolution and barnlight shadowmapsize as base shadowmapsize | false | devonly, cheat
lb_dynamic_shadow_resolution_delay | Update delay for shadow size | 0.85 | devonly
lb_dynamic_shadow_resolution_hysteresis | Update hysteresis for shadow size | 0.33 | devonly
lb_dynamic_shadow_resolution_quantization | Quantization of dynamically computed shadow size | 64 | devonly
lb_enable_baked_shadows | SceneSystem/LightBinner/Enable Baked Shadows | true | devonly, cheat
lb_enable_binning | SceneSystem/LightBinner/Enable Binning | true | devonly
lb_enable_dynamic_lights | Allows rendering dynamic lights | true | devonly, cheat
lb_enable_envmaps | SceneSystem/LightBinner/Enable EnvMaps | true | devonly, cheat
lb_enable_fog_mixed_shadows | SceneSystem/LightBinner/Enable Fog Mixed Shadows | true | devonly, cheat
lb_enable_lights | SceneSystem/LightBinner/Enable Lights | true | devonly, cheat
lb_enable_newsum | SceneSystem/LightBinner/Enable New Sum | true | devonly, cheat
lb_enable_shadow_casting | Allow stationary/dynamic lights to cast shadows. | true | devonly
lb_enable_stationary_lights | Allows rendering stationary/mixed lights | true | devonly, cheat
lb_enable_sunlight | SceneSystem/LightBinner/Enable Sunlight | true | devonly, cheat
lb_low_quality_shader_fade_region_rescale | For envmaps in low quality shader mode, how much of the fade region to scale the envmap box by. | 0 | devonly, cheat
lb_max_visible_barn_lights_override | Override maximum visible barn lights | -1 | devonly, cheat
lb_max_visible_envmaps_override | Override maximum visible envmaps | -1 | devonly, cheat
lb_mixed_shadows | SceneSystem/LightBinner/Enable Mixed Shadows | true | devonly, cheat
lb_override_barn_light_fade_sizes |  | 0.05 0.025 | devonly, cheat
lb_override_barn_light_fade_sizes_enable |  | false | devonly, cheat
lb_override_barn_light_shadow_fade_sizes |  | 0.1 0.05 | devonly, cheat
lb_precomputed_shadowmap_depth_bias |  | 0.0001 | devonly
lb_precomputed_shadowmap_enable |  | true | devonly
lb_shadow_map_cull_empty_mixed | Don't render shadows for mixed shadowmaps with no dynamics objects in view | false | cheat
lb_shadow_map_culling |  | true | cheat
lb_shadow_texture_height_override | Override height of shadow atlas texture | -1 | devonly
lb_shadow_texture_width_override | Override width of shadow atlas texture | -1 | devonly
lb_ssss_importance_sample |  | false | devonly
lb_ssss_samples | Subsurface sample count | 11 | devonly
lb_sun_csm_size_cull_threshold_texels | Size, in texels, where we will cull an object in the shadowmap | 10 | devonly
lb_tile_pixels |  | 8 | devonly
lb_timesliced_shadows_dynamic_size |  | true | devonly
lb_use_ellipsoid_bounds |  | true | devonly, cheat
lb_use_illumination_silhouette | SceneSystem/LightBinner/Use Illumination Bounds | true | devonly, cheat
leaderboards_cache_duration |  | 600 | devonly, cl
legacy_models_supported | Whether to support legacy (pre-modeldoc) models | true | devonly
locator_topdown_style | Topdown games set this to handle distance and offscreen location differently. | false | devonly, cl
lua_assert_on_error |  | false | devonly
lua_is_currently_executing |  | false | hidden, norecord, release
lua_shipping_assert_on_error |  | false | devonly
m_pitch | Mouse pitch factor. | 0.022 | cl, a, user, per_user
m_yaw | Mouse yaw factor. | 0.022 | cl, a, user, per_user
mat_assert_on_error_shader_use |  | false | devonly
mat_async_shader_load |  | false | release
mat_cache_and_skip_commandbuffers |  | true | devonly
mat_cache_renderablepasses |  | true | devonly
mat_colcorrection_disableentities | Disable map color-correction entities | false | devonly, cl
mat_colcorrection_editor |  | false | devonly, cl
mat_colcorrection_forceentitiesclientside | Forces color correction entities to be updated on the client | false | cl, cheat
mat_colorcorrection |  | true | devonly
mat_depthbias_shadowmap |  | 0.0005 | devonly, cl
mat_execute_skipbuffers |  | true | devonly
mat_fullbright | Debug rendering modes | 0 | cheat
mat_hide_error_shader |  | false | devonly
mat_lpv_luxels |  | false | cheat
mat_luxels |  | false | cheat
mat_max_lighting_complexity |  | 8 | cheat
mat_overdraw | Visualize overdraw | 0 | cheat
mat_overdraw_color |  | 0.075 0.15 0.3 | cheat
mat_shader_cache |  | true | devonly
mat_shading_complexity | Visualize shading complexity | false | cheat
mat_shading_complexity_color |  | 1 0.5 0.25 | cheat
mat_shading_complexity_max_instruction_count |  | 1024 | cheat
mat_shading_complexity_max_register_count |  | 128 | cheat
mat_shadowmap_luxels |  | false | cheat
mat_show_distance_field | 0=Off, 1=Visualize trace from camera, 2=Visualize occlusion, 3=Visualize far field trace from camera | 0 | cheat
mat_skip_static_const_eval |  | true | devonly
mat_slopescaledepthbias_shadowmap |  | 4 | devonly, cl
mat_tonemap_bloom_scale |  | -1 | cheat
mat_tonemap_bloom_start_value |  | -1 | cheat
mat_tonemap_debug |  | 0 | devonly
mat_tonemap_force_accelerate_exposure_down |  | -1 | cheat
mat_tonemap_force_average_lum_min | Override. Old default was 3.0 | -1 | cheat
mat_tonemap_force_log_lum_max |  | -1 | cheat
mat_tonemap_force_log_lum_min |  | -1 | cheat
mat_tonemap_force_max |  | -1 | cheat
mat_tonemap_force_min |  | -1 | cheat
mat_tonemap_force_percent_bright_pixels | Override. Old value was 1.0 | -1 | cheat
mat_tonemap_force_percent_target | Override. Old default was 45. | -1 | cheat
mat_tonemap_force_rate |  | -1 | cheat
mat_tonemap_force_scale |  | 0 | cheat
mat_tonemap_force_use_alpha |  | -1 | cheat
mat_tonemap_uncap_exposure |  | 0 | cheat
mat_viewportscale | Scale down the main viewport (to reduce GPU impact on CPU profiling) | 1 | devonly, cl
mat_warn_bad_modes |  | false | devonly
mat_wireframe | 0=Off, 1=Surface Wireframe, 2=Transparent Wireframe | 0 | cheat
mem_level | Memory Level - Default: High | 2 | devonly, cl
mem_test_each_frame | Run heap check at end of every frame | false | devonly
mem_test_every_n_seconds | Run heap check at a specified interval | 0 | devonly
mem_test_quiet | Don't print stats when memtesting | false | devonly
mic_listen_while_nonfocused | Enables the ability for the mic to remain open if the window loses focus such as when a caster tabs out to adjust settings | false | devonly, cl
mm_idle_enabled | Kill switch for the idle detection system | true | devonly, cl
mm_idle_show_warning_at_s | How many seconds to wait before showing the idle warning dialog | 300 | devonly, cl
mm_idle_warning_duration_s | How long should the warning be up before it boots the user from the MM queue | 60 | devonly, cl
mm_prefer_solo_only | Prefer being matched with other solo players when not in a party | false | cl, a, release
mobile_fps_increase_during_charging | MOBILE_FPS_CONTROL: If true we increase framerate limit while charging | false | a
mobile_fps_increase_during_hfr_animations | MOBILE_FPS_CONTROL: If true we increase framerate limit during HFR-tagged animations and transitions. | true | devonly, hidden
mobile_fps_increase_during_touch | MOBILE_FPS_CONTROL: If true we increase framerate limit during touch | true | a
mobile_fps_limit | MOBILE_FPS_CONTROL: Mobile FPS limit - 15, 30, 60 | 30 | a
mouse_disableinput | Set to disable mouse input | false | devonly
mouse_inverty |  | false | cl, a, user
multigpu_skip_semaphores |  | false | devonly
multigpu_skip_transfers |  | false | devonly
music_arpeggiator_beat_subdivision | 1- quarter, 2- 8th, 3- triplet, 4- 16th. | 4 | devonly, cl
music_debug | Displays music state information screen messages. | false | devonly, cl
music_hideout_afk_timer_duration_seconds | Time spent at 0.0 speed before fade. | 30 | devonly, cl
music_hideout_afk_timer_fade_in_duration_seconds | Fade in time once returning from AFK. | 1 | devonly, cl
music_hideout_afk_timer_fade_out_duration_seconds | Fade out time once AFK duration is exceeded. | 15 | devonly, cl
music_hideout_debug_enabled | Displays music manager debug info for hideout. | false | devonly, cl
music_log_abandoned_priorities | Prints a log message whenever low priority cues are discarded. | false | devonly, cl
music_resume_fade_time_seconds | When resuming, fades music in over this duration of time. | 2 | devonly, cl
music_resume_window_seconds | Seeks into music if resumed during this period of time. | 15 | devonly, cl
muzzle_flash_debug |  | false | devonly, cl
name |  | unnamed | a, per_user
nav_corner_adjust_adjacent | radius used to raise/lower corners in nearby areas when raising/lowering corners. | 18 | cheat
nav_max_vis_delta_list_length |  | 64 | cheat
nav_show_potentially_visible | Show areas that are potentially visible from the current nav area | 0 | cheat
nav_validate | Level of validation for nav system.  Higher will be slower. | 0 | cheat
net_async_clientconnect | Enable async client connect optimization | true | devonly
net_async_job_random_sleep | Sleep randomly 0..net_async_job_random_sleep ms in the parallel server jobs; sleep is per job | 0 | devonly
net_compresspackets_minsize | Don't bother compressing packets below this size. | 1024 | devonly
net_culloptimization | Enable optimization of slow path that makes HLTV CPU consumption high in AnimGraph-using mods. Will switch to this on by default soon. | true | devonly
net_detailed_canpacket_log |  | false | devonly
net_filelogging | Log packets to files | false | devonly
net_fs_showindirections |  | false | devonly
net_limit_sv_recv_max_message_size_kb | Server will reject message larger than N kb | 32 | release
net_limit_sv_recv_segments_per_packet | Server will reject packets with more than N segments | 50 | release
net_limit_sv_recvbuffer_kb | Server will not buffer more than N kb from connected clients | 128 | release
net_limit_sv_recvbuffer_msg | Server will not buffer more than N messages from connected clients | 100 | release
net_log_processing | Log network processing | false | devonly
net_max_message_process_count | Maximum number of messages to process from a client in a single frame (0 == no limit). | 0 | devonly
net_max_message_queue_size | Maximum number of messages to allow waiting in queue after processing; exceeding this disconnects the client. 0 == no limit | 0 | devonly
net_max_polymorphic_spew | Max polymorphic variants to spew when spewing a flattened serializer. | 5 | devonly
net_p2p_listen_dedicated | Should dedicated server listen for new-style P2P? | false | devonly
net_public_adr | For servers behind NAT/DHCP meant to be exposed to the public internet, this is the public facing ip address string: ("x.x.x.x" ) |  | release
net_qosinterval_spew | Spew QoS interval data as we gather it | false | devonly
net_qospacketloss_percentage_threshold | Spew a warning if packet loss percentage is above this threshold | 5 | devonly
net_restrict_showmsg_socket | If set, only net_showmsg spew for data inbound on this socket name e.g. client, server, etc. |  | devonly
net_showdrop | Show dropped packets in console | false | devonly
net_showmsg | Show incoming message: &lt;0\|1\|2\|name&gt; where 1 == all and 2 == all except net_NOP | 0 | devonly
net_showoob | Show connectionless UDP traffic. | false | devonly
net_showpeaks | Show messages for large packets only: &lt;size&gt; | 0 | devonly
net_showreliable | Like net_showmsg, but only spew reliable messages | 0 | devonly
net_showudp | Dump UDP packets summary to console | false | release
net_showudp_remoteonly | Dump non-loopback udp only | true | release
net_skip_redundant_change_callbacks |  | false | devonly, cl
net_use_delta_property_fastpath |  | 1 | devonly
net_use_packet_compression | Compress network traffic | true | devonly
option_duck_method | Input toggle control | false | cl, a, user, per_user
opus_decode_test_signal |  | false | devonly
opus_encode_test_signal |  | false | devonly
opus_unittest_test_signal |  | false | devonly
panorama_2d_translate_no_comp_layer |  | true | devonly, hidden
panorama_alignment_fixes | Fix alignment issues | true | devonly, hidden
panorama_allow_texture_composition_layer_fast_path |  | true | devonly, hidden
panorama_allow_transitions |  | true | devonly, hidden
panorama_assert_loading_panel_type | Force style invalidation of the entire panel subtree when adding / removing classes. | false | devonly, hidden
panorama_async_compute_mipgen | use asynchronous compute for mipmap generation. | true | devonly, cl
panorama_box_shadow_no_comp_layer |  | true | devonly, hidden
panorama_cache_command_list_repaint_threshold |  | 0.25 | devonly, hidden
panorama_cache_command_list_size_threshold |  | 384 | devonly, hidden
panorama_classes_force_invalidate | Force style invalidation of the entire panel subtree when adding / removing classes. | false | devonly, hidden
panorama_clear_frames_on_device_restore |  | 2 | devonly, hidden
panorama_command_reordering |  | true | devonly, hidden
panorama_comp_layer_lru_lifetime |  | 1 | devonly, hidden
panorama_composition_atlas |  | true | devonly, hidden
panorama_console_max_autocomplete |  | 100 | devonly, cl, hidden
panorama_console_max_history |  | 100 | devonly, cl, hidden
panorama_console_max_lines |  | 2000 | devonly, cl, hidden
panorama_console_position_and_size |  |  | cl, hidden, a
panorama_content_size_fixes | Fix content size issues | true | devonly, hidden
panorama_daisy_wheel | Daisy wheel input mode: RS \| ABXY | ABXY | devonly, cl, hidden
panorama_dash_gap_ratio |  | 0.5 | devonly, hidden
panorama_dash_len |  | 20 | devonly, hidden
panorama_debug_movies |  | false | devonly, cl, hidden
panorama_debug_overlay_opacity |  | 0.25 | hidden, a
panorama_debug_overlay_opacity_max |  | 0.25 | hidden, a
panorama_debug_overlay_opacity_min |  | 0.01 | hidden, a
panorama_debug_ready_for_display |  | false | devonly, hidden
panorama_debugger_theme |  | Light | cl, a
panorama_disable_blur |  | false | devonly, hidden
panorama_disable_box_shadow |  | false | devonly, hidden
panorama_disable_descendant_filtering | Disable descendant selector filtering | false | devonly, hidden
panorama_disable_draw_fancy_quad |  | false | devonly, hidden
panorama_disable_draw_text |  | false | devonly, hidden
panorama_disable_draw_text_shadow |  | false | devonly, hidden
panorama_disable_layer_cache |  | false | devonly, hidden
panorama_disable_layer_clear |  | false | devonly, hidden
panorama_disable_render_callbacks |  | false | devonly, hidden
panorama_disable_render_target_cache |  | false | devonly, hidden
panorama_disallow_hover_styles |  | false | devonly, hidden
panorama_dragscroll_affordance | Minimum mouse movement in pixels before a move is treated as a drag scroll | 20 | devonly, hidden
panorama_dragscroll_maxflickvelocity | Maximum velocity for a drag scroll flick | 8000 | devonly, cl, hidden
panorama_dragscroll_minflickvelocity | Minimum velocity that the mouse must be moving as mouse up time to qualify as a drag scroll flick | 60 | devonly, cl, hidden
panorama_dragscroll_mintime | Minimum time that the mouse button must be down before a move is treated as a drag scroll | 0.02 | devonly, hidden
panorama_dragscroll_velocitymultiplier | Multiplier for flick velocity off of actual measured velocity | 0.5 | devonly, hidden
panorama_draw_text_fast_path |  | true | devonly, hidden
panorama_draw_text_fast_path_text_shadow |  | true | devonly, hidden
panorama_enable_secondary_layout_pass |  | true | devonly, hidden
panorama_focus_world_panels | when set request key focus when a world panel is enabled | false | cl, a
panorama_force_active_controller_type |  | -1 | devonly, hidden
panorama_force_desired_layout_traverse | Force desired layout traverse, even if the cached values are up to date. | false | devonly, hidden
panorama_highlight_bad_opacity_masks |  | false | devonly, hidden
panorama_highlight_composition_layers |  | false | devonly, hidden
panorama_highlight_slow_operations |  | false | devonly, hidden
panorama_hsbc_through_fast_path |  | true | devonly, hidden
panorama_joystick_axis_repeat_curve_time |  | 1 | devonly, hidden
panorama_joystick_axis_repeat_interval_end |  | 0.05 | devonly, hidden
panorama_joystick_axis_repeat_interval_start |  | 0.22 | devonly, hidden
panorama_joystick_button_repeat_curve_time |  | 1.2 | devonly, hidden
panorama_joystick_button_repeat_interval_end |  | 0.1 | devonly, hidden
panorama_joystick_button_repeat_interval_start |  | 0.48 | devonly, hidden
panorama_joystick_enabled | Enable panorama joystick input | false | a
panorama_js_minidumps | Enable sending minidumps on JS Exceptions. | true | devonly, hidden
panorama_label_draw_rects | When labels paint, draw the rectangles for the character ranges. 0 = none, 1 = all, 2 = text only, 3 = inline objects only | 0 | devonly, cl, hidden
panorama_label_wrap_before_shrink | Should labels try to wrap text before using text-overflow: shrink | true | devonly, cl, hidden
panorama_large_dispatch_event_queue |  | 0 | devonly, hidden
panorama_max_fps |  | 120 | devonly, hidden
panorama_max_oof_overlay_up_fps |  | 4 | devonly, hidden
panorama_max_overlay_fps |  | 60 | devonly, hidden
panorama_max_text_shadow_strength |  | 10 | devonly, hidden
panorama_might_scroll_no_comp_layer |  | true | devonly, hidden
panorama_min_comp_layer_cache_cost |  | 4096 | devonly, hidden
panorama_movie_async_load_size_bytes |  | 20971520 | devonly, cl, hidden
panorama_movie_force_not_ready_behavior |  | -1 | devonly, cl, hidden
panorama_panel_occlusion |  | true | devonly, hidden
panorama_reload_animations |  | 2 | devonly, hidden
panorama_render_target_cache_max_size |  | 31457280 | devonly, hidden
panorama_script_cache_enabled | Enable script caching to speed up recompiling scripts multiple times. | true | devonly, hidden
panorama_show_fps |  | false | devonly
panorama_show_fps_scale |  | 1 | devonly
panorama_simple_borders_no_comp_layer |  | true | devonly, hidden
panorama_skip_composition_layer_content_paint |  | true | devonly, hidden
panorama_skip_composition_layer_content_paint_tint |  | false | devonly, hidden
panorama_spew_async_event_substring | If non-empty, print debug info about async event queue and dispatch behavior for events containing the substring. |  | devonly, hidden
panorama_spew_layout_invalidates |  | false | devonly, hidden
panorama_stats_log_time |  | 0 | devonly, hidden
panorama_streaming_load_local_images |  | false | devonly, cl
panorama_style_flag_force_invalidate | Force style invalidation of the entire panel subtree when adding / removing style flags. | false | devonly, hidden
panorama_suspend_animation |  | false | devonly, hidden
panorama_suspend_paint |  | false | devonly, hidden
panorama_temp_comp_layer_min_dimension |  | 512 | devonly, hidden
panorama_toggledebugger_mode | Toggledebugger key operation : 0 = open/inspect, 1 = open/close | 0 | hidden, a
panorama_track_render_commands |  | false | devonly, hidden
panorama_transform_parents_no_layer_for_perspective |  | false | devonly, hidden
panorama_transforms_no_comp_layer |  | false | devonly, hidden
panorama_transition_time_factor | A float representing a scale factor for transitions. 1.0 is normal, 2.0 would be twice as fast as normal, 0.5 half as fast | 1 | devonly, hidden
panorama_use_backbuffer_directly |  | true | devonly, hidden
panorama_use_new_occlusion_invalidation |  | true | devonly, hidden
panorama_worldpanel_update_cull_distance |  | 1000 | devonly, cl
panorama_worldpanel_update_cull_size_threshold |  | 5 | devonly, cl
panorama_worldpanel_update_culling |  | false | devonly, cl
particle_debug_creation_filter |  |  | devonly, cl, hidden, rep
particle_layer_id_whitelist |  |  | devonly
particle_powsimd_random_range_exp |  | true | devonly
particle_profile_filter | Profile particle filter |  | devonly
particle_snapshot_allow_combined_models |  | false | devonly
party_allow_sandbox | Dev convar to allow for parties to use sandbox | true | devonly, cl
party_fake_invite_in_mm | When set, this will make all invites appear as if in a MM state | false | devonly, cl
party_invite_show_popup | When enabled, a popup will be shown indicating that you have received an invite | false | devonly, cl
password | Current server access password |  | a, norecord, server_cannot_query
pestilence_drone_healthbar_pos |  | 80 | cl, cheat
phonemedelay | Phoneme delay to account for sound system latency. | 0 | devonly, cl
phonemefilter | Time duration of box filter to pass over phonemes. | 0.08 | devonly, cl
phonemesnap | Lod at level at which visemes stops always considering two phonemes, regardless of duration. | 2 | devonly, cl
phys_batch_ray_test |  | 0 | devonly, cl
phys_cull_internal_mesh_contacts |  | false | devonly, rep
phys_expensive_shape_threshold |  | 6 | cl, cheat
phys_highlight_expensive_objects | Highlight expensive physics objects | false | cheat
phys_highlight_expensive_objects_strength | Highlight expensive physics objects strength | 0.02 | cheat
phys_min_motion_controller_count_to_run_in_job |  | 8 | devonly
phys_step_threaded |  | true | devonly
ping_indicator_safe_area_x |  | 480 | devonly, cl
ping_indicator_safe_area_y |  | 200 | devonly, cl
ping_target_reset_time |  | 1.2 | devonly, cl
ping_trace_radius |  | 5 | devonly, cl
ping_trace_radius_expanded |  | 60 | devonly, cl
ping_trace_radius_minimap |  | 60 | devonly, cl
ping_wheel_phrase_0 |  | 1 | cl, a, per_user
ping_wheel_phrase_1 |  | 2 | cl, a, per_user
ping_wheel_phrase_2 |  | 4 | cl, a, per_user
ping_wheel_phrase_3 |  | 34 | cl, a, per_user
ping_wheel_phrase_4 |  | 18 | cl, a, per_user
ping_wheel_phrase_5 |  | 5 | cl, a, per_user
ping_wheel_phrase_6 |  | 42 | cl, a, per_user
ping_wheel_phrase_7 |  | 6 | cl, a, per_user
player0_using_joystick |  | false | a
player_ping_indicator_boss_offset |  | 110 | devonly, cl
player_ping_indicator_default_offset |  | 50 | devonly, cl
player_ping_indicator_enabled |  | true | devonly, cl
player_ping_indicator_local_player |  | false | devonly, cl
player_ping_indicator_player_offset |  | 60 | devonly, cl
player_ping_indicator_scale_max_distance |  | 4000 | devonly, cl
player_ping_indicator_scale_max_scale |  | 1 | devonly, cl
player_ping_indicator_scale_min_distance |  | 1300 | devonly, cl
player_ping_indicator_scale_min_scale |  | 0.5 | devonly, cl
pred_cloth_pos_max |  | 2 | devonly, cl
pred_cloth_pos_multiplier |  | 0.5 | devonly, cl
pred_cloth_pos_strength |  | 0.25 | devonly, cl
pred_cloth_rot_high |  | 0.1 | devonly, cl
pred_cloth_rot_low |  | 0.01 | devonly, cl
pred_cloth_rot_multiplier |  | 0.3 | devonly, cl
presettle_cloth_iterations |  | 30 | devonly, cl
pwatchent | Entity to watch for prediction system changes. | -1 | cl, cheat
pwatchvar | Entity variable to watch in prediction system for changes. |  | cl, cheat
r_RainAllowInSplitScreen | Allows rain in splitscreen | false | devonly, cl
r_RainParticleDensity | Density of Particle Rain 0-1 | 1 | devonly, cl
r_add_views_in_pre_output |  | false | devonly
r_allow_low_gpu_memory_mode | Allow Low GPU Memory mode (i.e. when building maps). | true | release
r_allow_onesweep_gpusort |  | true | devonly
r_always_render_all_windows | Always force all engine & tools to render | false | devonly
r_aoproxy_cull_dist | Distance to cull the AO proxy as a factor of size | 12 | devonly
r_aoproxy_min_dist |  | 3 | devonly
r_aoproxy_min_dist_box |  | 1 | devonly
r_arealights |  | true | devonly, cl
r_aspectratio |  | 0 | devonly
r_async_compute_fog |  | false | devonly, cl
r_async_shader_compile_notify_frequency |  | 10 | devonly
r_bloom_tent_filter_radius | bloom mip up-sample filtering radius (using 3x3 tent filter, radius in mip level texels), 0.0 radius =&gt; box (2x2) filter with (fixed) 1.0 radius | 0 | devonly, cl, cheat
r_cache_pool_allocations |  | true | devonly
r_character_decal_monitor_draw_frustum |  | false | devonly
r_character_decal_monitor_emissive |  | false | devonly
r_character_decal_monitor_render_res |  | 512 | devonly
r_character_decal_renderdoc_capture |  | false | devonly
r_character_decal_resolution | Resolution of character decal texture. | 1024 | devonly
r_citadel_antialiasing |  | 1 | devonly, cl
r_citadel_clip_sphere_cone_angle |  | 40 | devonly, cl, cheat
r_citadel_clip_sphere_dist |  | 0.45 | devonly, cl, cheat
r_citadel_clip_sphere_distance_max |  | 75 | devonly, cl, cheat
r_citadel_clip_sphere_min_opacity |  | 0.4 | devonly, cl, cheat
r_citadel_clip_sphere_skin |  | 0.4 | devonly, cl, cheat
r_citadel_cloak_blur_amount | cloak | 0.01 | cl, cheat
r_citadel_cloak_blur_factor_max_roughness | cloak | 1 | cl, cheat
r_citadel_cloak_blur_factor_min_roughness | cloak | 1 | cl, cheat
r_citadel_cloak_blur_noise_amount | cloak | 0.5 | cl, cheat
r_citadel_cloak_color_tint | cloak | 230 230 230 255 | cl, cheat
r_citadel_cloak_fresnel_effect | cloak | 0 | cl, cheat
r_citadel_cloak_intensity | cloak | 1 | cl, cheat
r_citadel_cloak_refract_amount | cloak | 0 | cl, cheat
r_citadel_cosmic_veil_fade_dist | cosmic veil | 32 | cl, cheat
r_citadel_depth_prepass_cull_threshold |  | 60 | devonly, cl
r_citadel_depth_prepass_dynamic_objects |  | true | devonly, cl
r_citadel_depthoffield_aperture_diameter | Depth of field aperture diameter in inches | 0 | devonly, cl
r_citadel_depthoffield_debug | Enable depth of field debug drawing | false | devonly, cl
r_citadel_depthoffield_enable | Enable/Disable Depth of Field | false | devonly, cl
r_citadel_depthoffield_focus_distance | Depth of field focus distance in inches | 200 | devonly, cl
r_citadel_depthoffield_mode | Depth of field mode, 0: Normal 1: Near field only 2: Far field only | 0 | devonly, cl
r_citadel_depthoffield_sensor_size | Depth of field sensor size in inches | 1 | devonly, cl
r_citadel_disable_npr_lighting |  | false | devonly, cl
r_citadel_distancefield_ao_quality | Distance Field AO quality | 0 | devonly, cl
r_citadel_distancefield_blur | Enable/Disable distance field blur | true | devonly, cl
r_citadel_distancefield_blur_depth_threshold | Distance field blur depth threshold | 1 | devonly, cl
r_citadel_distancefield_down_sample | Distance field down sample factor | 1 | devonly, cl
r_citadel_distancefield_farfield_enable | Distance field far field enable | true | devonly, cl
r_citadel_distancefield_farfield_occlusion_length | Distance field far field occlusion length | 192 | devonly, cl
r_citadel_distancefield_farfield_occlusion_start_offset | Distance field far field occlusion start offset | 16 | devonly, cl
r_citadel_distancefield_farfield_resolution | Distance field far field resolution | 192 | devonly, cl
r_citadel_distancefield_farfield_size | Distance field far field size | 2048 | devonly, cl
r_citadel_distancefield_max_distance | Maximum distance before culling | 2048 | devonly, cl
r_citadel_distancefield_min_screen_space_size | Minimum screen space size before culling | 0.015 | devonly, cl
r_citadel_distancefield_occlusion_length | Distance field occlusion length | 48 | devonly, cl
r_citadel_distancefield_ray_origin_bias_max | Distance field ray origin bias max | 3 | devonly, cl
r_citadel_distancefield_ray_origin_bias_min | Distance field ray origin bias min | 0.25 | devonly, cl
r_citadel_distancefield_shadows |  | true | devonly, cl
r_citadel_dlss_settings_mode |  | 0 | devonly, cl
r_citadel_enable_pano_world_blur | Enable world-blur style | true | devonly, cl
r_citadel_fog_quality | Fog Quality | 1 | devonly, cl
r_citadel_fsr2_sharpness |  | 0.5 | devonly, cl
r_citadel_fsr3_min_reactiveness | minimum reactiveness for the FSR3 shader | 0.1 | devonly, cl
r_citadel_fsr_enable_mip_bias | Apply negative mip bias when rendering with FSR. | true | devonly, cl
r_citadel_fsr_rcas_sharpness | RCAS sharpness when using FSR + RCAS upsample. | 0.25 | devonly, cl
r_citadel_glow_health_bar_debug |  | false | cl, cheat
r_citadel_glow_health_bars |  | true | devonly, cl
r_citadel_gpu_culling | Citadel/Graphics/GPU Culling | true | devonly, cl
r_citadel_gpu_culling_shadows | Citadel/Graphics/GPU Cull Shadow Views | false | devonly, cl
r_citadel_gpu_culling_two_pass | Citadel/Graphics/GPU Culling (Two Pass) | true | devonly, cl
r_citadel_gpu_debug_draw |  | false | devonly, cl
r_citadel_gpu_preview_baked_shadows |  | true | devonly, cl
r_citadel_gpu_preview_denoise |  | true | devonly, cl
r_citadel_gpu_preview_denoise_depth_phi |  | 20 | devonly, cl
r_citadel_gpu_preview_denoise_normal_phi |  | 96 | devonly, cl
r_citadel_gpu_preview_denoise_passes |  | 3 | devonly, cl
r_citadel_gpu_preview_denoise_shadow_passes |  | 1 | devonly, cl
r_citadel_gpu_preview_denoise_signal_phi |  | 1 | devonly, cl
r_citadel_mboit_bias |  | 5e-06 | devonly, cl, cheat
r_citadel_mboit_enabled | enable moments oit | false | devonly, cl
r_citadel_mboit_overestimation |  | 0.25 | devonly, cl, cheat
r_citadel_mboit_quality |  MBOIT quality, 0: 4 Moments  | 0 | devonly, cl
r_citadel_npr_force_solid_outline |  | false | devonly, cl
r_citadel_npr_outlines | Enable/Disable NPR Outlines | true | devonly, cl, cheat
r_citadel_npr_outlines_max_dist | Maximum distance at which NPR outlines are rendered | 1000 | devonly, cl, cheat
r_citadel_portrait_allow_particle_only |  | true | devonly, cl
r_citadel_portrait_highlight_particle_only |  | false | devonly, cl
r_citadel_render_game | Should you render the main game world | true | devonly, cl, cheat
r_citadel_screenspace_particles_full_res | Render screen space particles at full resolution | true | devonly, cl
r_citadel_see_thru_walls_opacity | Opacity scale for see-thru UI | 0.3 | devonly, cl, cheat
r_citadel_selection_outline2_alpha | Selection Outline Alpha | 0.8 | devonly, cl
r_citadel_selection_outline2_fade_pow | Selection Outline Fade Pow | 1.5 | devonly, cl
r_citadel_selection_outline2_offset | Selection Outline Offset: -1 for interior, 0 for centered, 1 for exterior. | 0.3 | devonly, cl
r_citadel_selection_outline2_width | Selection Outline Width | 4 | devonly, cl
